SeqNum,@id,@notation,@status,dct:description,rdf:type,rdfs:label,skos:notation,I-ADOPT Type,Comment,OoI,Property,Constraints
632,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12219>,12219,stable,"'IUPAC: cerium-139, PubChem CID: 166969, CAS Number: 13982-30-4'@en",skos:Concept,cerium [Ce-139],'12219',OoI,,cerium [Ce-139],,
633,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12220>,12220,stable,"'IUPAC: cerium-141, PubChem CID: 104814, CAS Number: 13967-74-3'@en",skos:Concept,cerium [Ce-141],'12220',OoI,,cerium [Ce-141],,
634,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12221>,12221,stable,"'IUPAC: cerium-144, PubChem CID: 26874, CAS Number: 14762-78-8'@en",skos:Concept,cerium [Ce-144],'12221',OoI,,cerium [Ce-144],,
635,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12222>,12222,stable,"'IUPAC: lanthanum-140, PubChem CID: 104882, CAS Number: 13981-28-7'@en",skos:Concept,Lanthanum [La-140],'12222',OoI,,Lanthanum [La-140],,
636,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12223>,12223,stable,"'IUPAC: neodymium-147, PubChem CID: 114848, CAS Number: 14269-74-0'@en",skos:Concept,Neodymium [Nd-147],'12223',OoI,,Neodymium [Nd-147],,
637,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12224>,12224,stable,"'IUPAC: europium-152, PubChem CID: 104907, CAS Number: 14683-23-9'@en",skos:Concept,Europium [Eu-152],'12224',OoI,,Europium [Eu-152],,
638,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12225>,12225,stable,"'IUPAC: tantalum-182, PubChem CID: 161013, CAS Number: 13982-00-8'@en",skos:Concept,Tantalum [Ta-182],'12225',OoI,,Tantalum [Ta-182],,
639,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12226>,12226,stable,"'IUPAC: iridium-192, PubChem CID: 66373, CAS Number: 14694-69-0'@en",skos:Concept,Iridium [Ir-192],'12226',OoI,,Iridium [Ir-192],,
640,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12227>,12227,stable,"'IUPAC: mercury-203, PubChem CID: 104771, CAS Number: 13982-78-0'@en",skos:Concept,Mercury [Hg-203],'12227',OoI,,Mercury [Hg-203],,
641,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12228>,12228,stable,"'IUPAC: bismuth-212, PubChem CID: 6335500, CAS Number: 14913-49-6'@en",skos:Concept,bismuth [Bi-212],'12228',OoI,,bismuth [Bi-212],,
642,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12229>,12229,stable,"'IUPAC: bismuth-213, PubChem CID: 6337093, CAS Number: 15776-20-2'@en",skos:Concept,bismuth [Bi-213],'12229',OoI,,bismuth [Bi-213],,
643,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12230>,12230,stable,"'IUPAC: lead-212, PubChem CID: 6335491, CAS Number: 15092-94-1'@en",skos:Concept,Lead [Pb-212],'12230',OoI,,Lead [Pb-212],,
644,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12231>,12231,stable,"'IUPAC: lead-214, PubChem CID: 6328551, CAS Number: 15067-28-4'@en",skos:Concept,Lead [Pb-214],'12231',OoI,,Lead [Pb-214],,
645,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12232>,12232,stable,"'IUPAC: radium-226, PubChem CID: 9877911, CAS Number: 13982-63-3'@en",skos:Concept,Radium [Ra-226],'12232',OoI,,Radium [Ra-226],,
646,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12233>,12233,stable,"'IUPAC: actinium-228, PubChem CID: 105063, CAS Number: 14331-83-0'@en",skos:Concept,Actinium [Ac-228],'12233',OoI,,Actinium [Ac-228],,
647,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12234>,12234,stable,"'IUPAC: thorium-232, PubChem CID: 11817119, CAS Number: n/a'@en",skos:Concept,Thorium [Th-232],'12234',OoI,,Thorium [Th-232],,
648,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12235>,12235,stable,"'IUPAC: uranium-234, PubChem CID: 61704, CAS Number: 13966-29-5'@en",skos:Concept,Uranium [U-234],'12235',OoI,,Uranium [U-234],,
649,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12236>,12236,stable,"'IUPAC: uranium-235, PubChem CID: 61784, CAS Number: 15117-96-1'@en",skos:Concept,Uranium [U-235],'12236',OoI,,Uranium [U-235],,
650,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12237>,12237,stable,"'IUPAC: uranium-238, PubChem CID: n/a, CAS Number: n/a'@en",skos:Concept,Uranium [U-238],'12237',OoI,,Uranium [U-238],,
651,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12238>,12238,stable,"'IUPAC: plutonium-238, PubChem CID: 61709, CAS Number: 13981-16-3'@en",skos:Concept,Plutonium [Pu-238],'12238',OoI,,Plutonium [Pu-238],,
652,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12239>,12239,stable,"'IUPAC: neptunium-239, PubChem CID: 104958, CAS Number: 13968-59-7'@en",skos:Concept,Neptunium [Np-239],'12239',OoI,,Neptunium [Np-239],,
653,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12240>,12240,stable,"'IUPAC: americium-241, PubChem CID: 104726, CAS Number: 14596-10-2'@en",skos:Concept,Americium [Am-241],'12240',OoI,,Americium [Am-241],,
654,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12241>,12241,stable,"'Sum of Plutonium isotopes: Pu-239 and Pu-240, IUPAC: plutonium-239, PubChem CID: 61782, CAS Number: 15117-48-3 and IUPAC: plutonium-239, PubChem CID: 61782, CAS Number: 15117-48-3'@en",skos:Concept,Sum of Plutonium [Pu-239] and [Pu-240],'12241',OoI,,Sum of Plutonium [Pu-239] and [Pu-240],,
655,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12242>,12242,stable,"'IUPAC: gold-198, PubChem CID: 66274, CAS Number: 10043-49-9'@en",skos:Concept,Gold [Au-198],'12242',OoI,,Gold [Au-198],,
656,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12243>,12243,stable,"'IUPAC: 1,2-dichloro-1,1-difluoroethane, PubChem CID: 15442, CAS Number: 1649-08-7, in gas phase'@en",skos:Concept,"C2H2Cl2F2 (1,2-dichloro-1,1-difluoroethane, HCFC-132b)",'12243',OoI,,"C2H2Cl2F2 (1,2-dichloro-1,1-difluoroethane, HCFC-132b)",,
657,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12244>,12244,stable,"'IUPAC: 2-chloro-1,1,1-trifluoroethane, PubChem CID: 6408, CAS Number: 75-88-7, in gas phase'@en",skos:Concept,"C2H2ClF3 (2-chloro-1,1,1-trifluoroethane, HCFC-133a)",'12244',OoI,,"C2H2ClF3 (2-chloro-1,1,1-trifluoroethane, HCFC-133a)",,
658,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12247>,12247,stable,'IUPAC: neodymium-137'@en,skos:Concept,Neodymium [Nd-137],'12247',OoI,,Neodymium [Nd-137],,
659,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12248>,12248,stable,'The product of the total volume backscatter coefficient and the atmospheric two-way transmission of the layers between the instrument and the observed volume. The total volume backscatter coefficient is the sum of all backscatter coefficients from the atmosphere (including from molecules and particles) accounting for all polarizations. The atmospheric two-way transmission accounts for the total volume (molecular and particulate and all polarizations) extinction along the path from the instrument to the observed volume and back.'@en,skos:Concept,Attenuated backscatter,'12248',Property,,Aerosol Particle,Attenuated backscatter,
660,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12249>,12249,stable,'The ratio of the amount fraction of the water vapour in the air to the corresponding amount fraction if the air were saturated with respect to water at a particular pressure and temperature. Relative humidity is typically reported in percent (%). [Based on definition of R1490 in International Vocabulary of Meteorology (WMO-No. 182). 1992.]'@en,skos:Concept,Relative humidity (with respect to water),'12249',Property,,air,Relative humidity (with respect to water),
661,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12250>,12250,stable,"'The ratio of the mass of water vapour in the air to the mass of a moist air parcel, where the mass of the moist air parcel is the sum of the mass of water vapour and the dry air. Synonym: Moisture content. [Based on definition of M1750 in International Vocabulary of Meteorology (WMO-No. 182). 1992.]'@en",skos:Concept,Specific humidity,'12250',Property,,Water vapour,Mass mixing ratio,
662,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12251>,12251,stable,"'The product of the total volume backscatter coefficient and the atmospheric two-way transmission of the layers between the instrument and the observed volume presented in arbitrary units. The total volume backscatter coefficient is the sum of all backscatter coefficients from the atmosphere (including from molecules and particles) accounting for all polarizations. The atmospheric two-way transmission accounts for the total volume (molecular and particulate and all polarizations) extinction along the path from the instrument to the observed volume and back. The value of this variable in presented in relative, arbitrary units to account for observations of attenuated backscatter lacking final absolute calibrations.'@en",skos:Concept,Relative attenuated backscatter,'12251',Property,,Aerosol Particle,Relative attenuated backscatter,
663,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12295>,12295,stable,"'The radiant flux emitted, reflected, transmitted or received by a given surface, per unit solid angle per unit projected area. It is a directional quantity. Note: Historically, radiance was called \'intensity\'.'@en",skos:Concept,Radiance,'12295',Property,,,Radiance,
664,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12296>,12296,stable,"'The radiance of a surface per unit frequency or wavelength, depending on whether the spectrum is taken as a function of frequency or of wavelength. It is a directional quantity. Note: \'spectral radiance\' is also used for measurements by radiometers and spectrometers, where it means the spectral radiance incident on the instrument integrated over the normalised spectral response function of the instrument. Historically, spectral radiance was called spectral intensity.'@en",skos:Concept,Spectral radiance,'12296',Property,,,Spectral radiance,
665,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12297>,12297,stable,'Also called radiance temperature or equivalent black body temperature. The temperature of a black body emitting the spectral radiance equivalent to the observed spectral radiance at the observed frequency or wavelength.'@en,skos:Concept,Brightness temperature,'12297',Property,,Atmosphere,Brightness temperature,
666,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12298>,12298,stable,"'Ratio of reflected to incident radiation as a function of incident angle, reflected angle and wavelength. For a satellite measurement, these angles are the zenith and azimuth angles of the sun and the zenith and azimuth angle of the viewing instrument at the feature (surface and/or atmospheric column) being observed.'@en",skos:Concept,Spectral bidirectional reflectance,'12298',Property,,,Spectral reflectance,
667,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12299>,12299,stable,"'Normalised radar cross section (NRCS) backscatter coefficient, also called sigma-0 (\'sigma-nought\'). The normalised measure of the radar return, measured in dB.'@en",skos:Concept,Radar backscatter coefficient,'12299',Property,,,backscatter coefficient,radar
668,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12300>,12300,stable,"'The angle through which an electromagnetic wave is refracted when passing along an atmospheric path, used particularly for GNSS radio occultation observations.'@en",skos:Concept,Bending angle,'12300',Property,,,,
669,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12301>,12301,stable,'The refractive index (of air) minus one. Particularly used for GNSS radio occultation observations.'@en,skos:Concept,Refractivity,'12301',Property,,,Refractivity,
670,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12302>,12302,stable,'The time delay of a GNSS radio signal passing along an atmospheric path from transmitter to receiver compared with the same path in vacuum.'@en,skos:Concept,Slant total delay (STD),'12302',,?,,,
671,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12303>,12303,stable,"'The time delay of a GNSS radio signal passing along an atmospheric path from transmitter to receiver compared with the same path in vacuum, and scaled to refer to the equivalent vertical path.'@en",skos:Concept,Zenith total delay (ZTD),'12303',,?,,,
672,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12304>,12304,stable,"'A 2D array of backscatter coefficients as a function of Doppler shift and signal delay, derived from GNSS reflectometry.'@en",skos:Concept,Delay Doppler map,'12304',,?,,,
673,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12305>,12305,stable,"'Minimum distance between the direction vector of the ray (prior to bending) and the centre of the curvature of the ellipsoid describing the Earth, used particularly for GNSS radio occultation observations.'@en",skos:Concept,Impact parameter,'12305',,?,,,
674,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12306>,12306,stable,"'Flux density of short-wave solar radiation, as the difference between downwelling and upwelling radiation (positive for net downward), at the top of the atmosphere or at a specified level within the atmosphere, including the Earth surface.'@en",skos:Concept,Net short-wave irradiance,'12306',Property,with Constraint,Radiation,irradiance,
675,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12307>,12307,stable,"'Flux density of short-wave radiation (direction unspecified) at a specified level within the atmosphere, including the Earth surface. Short-wave radiation includes most of the solar radiation spectrum in the atmosphere from 280 nm to 3000 nm (3 Î¼m).'@en",skos:Concept,Short-wave irradiance (direction unspecified),'12307',Property,with Constraint,Radiation,irradiance,
676,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12308>,12308,stable,"'Flux density of upwelling long-wave radiation, as the difference between downwelling and upwelling radiation (positive for net downward) at a specified level within or at the top of the atmosphere, including the Earth surface.'@en",skos:Concept,Net long-wave irradiance,'12308',Property,with Constraint,Radiation,irradiance,
677,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12309>,12309,stable,"'Upward radiant power per area unit, per solid angle, and per wavelength or wavenumber interval.'@en",skos:Concept,Upward spectral radiance,'12309',Property,with Constraint,Radiation,Radiance,
678,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12310>,12310,stable,"'Downward radiant power per area unit, per solid angle, and per wavelength or wavenumber interval.'@en",skos:Concept,Downward spectral radiance,'12310',Property,with Constraint,Radiation,Radiance,
679,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12311>,12311,stable,'Spectrally resolved flux density of radiation received from the sun at the top of the atmosphere.'@en,skos:Concept,Solar spectral irradiance,'12311',Property,with Constraint,Radiation,spectral irradiance,solar
680,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12312>,12312,stable,'Spectrally integrated flux density of radiation received from the sun at the top of the atmosphere. Also called \'Total solar irradiance (TSI)\'.'@en,skos:Concept,Solar total irradiance,'12312',Property,with Constraint,Radiation,spectral irradiance,solar
681,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12313>,12313,stable,'Reflectance of the Earth surface as a function of the viewing angle and the illumination angle averaged over the range 0.4-0.7 Âµm.'@en,skos:Concept,Earth surface short-wave bidirectional reflectance,'12313',Property,with Constraint,Radiation,reflectance,
682,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12314>,12314,stable,"'Reflectance of the Earth surface as a function of viewing angle, incidence angle and wavelength, spectrally resolved. [The distribution of this variable is represented by the Bidirectional Reflectance Distribution Function (BRDF)].'@en",skos:Concept,Earth surface spectral bidirectional reflectance,'12314',Property,with Constraint,Radiation,reflectance,
683,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12315>,12315,stable,'Emissivity of the Earth surface as a function of wavelength and viewing angle.'@en,skos:Concept,Earth surface emissivity,'12315',Property,,Radiation,emissivity,
684,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12316>,12316,stable,'Emissivity of the earth surface integrated over the thermal IR wavelength range and integrated hemispherically.'@en,skos:Concept,Long-wave earth surface emissivity,'12316',Property,with Constraint,Radiation,emissivity,
685,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12320>,12320,stable,"'IUPAC: 1,1,1,3,3,3-hexafluoropropane, PubChem CID: 12722, CAS Number: 690-39-1, in gas phase'@en",skos:Concept,"C3H2F6 (1,1,1,3,3,3-hexafluoropropane, HFC-236fa)",'12320',OoI,,"C3H2F6 (1,1,1,3,3,3-hexafluoropropane, HFC-236fa)",,
686,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12321>,12321,stable,"'IUPAC: tellurium-131, PubChem CID: 6337051, CAS Number: 14683-12-6'@en",skos:Concept,Tellurium [Te-131],'12321',OoI,,Tellurium [Te-131],,
687,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12326>,12326,stable,"'East-west component of the horizontal wind vector, positive value for eastward moving or west-to-east wind. This scalar quantity can be used to represent a value at given location and an instantaneous time or average over spatio-temporal extent or values as a function of spatio-temporal coordinates.'@en",skos:Concept,u (u component of horizontal wind vector),'12326',Property,,wind,u (u component of horizontal wind vector),
688,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12327>,12327,stable,"'North-south component of the horizontal wind vector, positive value for northward moving or south-to-north wind. This scalar quantity can be used to represent a value at given location and an instantaneous time or average over spatio-temporal extent or values as a function of spatio-temporal coordinates.'@en",skos:Concept,v (v component of horizontal wind vector),'12327',Property,,wind,v (v component of horizontal wind vector),
689,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12328>,12328,stable,'Total number of detected flashes in the corresponding time interval and space unit. Note: The space unit (grid box) should be equal to the horizontal resolution and the accumulation time to the observing cycle.'@en,skos:Concept,Total lightning flash density,'12328',Property,with Constraint,lightning,flash density,
690,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12329>,12329,stable,'Number of detected cloud-to-ground flashes in the corresponding time interval and space unit.'@en,skos:Concept,Lightning flash density cloud-to-ground,'12329',Property,with Constraint,lightning,flash density,
